time, Quad.Est.E.Pos, Quad.Est.S.Z
4.634847,0.090150,0.311496
4.639846,0.089575,0.311615
4.644846,0.088732,0.311795
4.649846,0.088149,0.311915
4.654845,0.087245,0.312097
4.659845,0.086591,0.312218
4.664845,0.085660,0.312401
4.669844,0.084968,0.312524
4.674844,0.084018,0.312708
4.679843,0.083413,0.312832
4.684843,0.082424,0.313018
4.689843,0.081795,0.313143
4.694842,0.080791,0.313331
4.699842,0.080216,0.313457
4.704842,0.106777,0.310759
4.709841,0.106443,0.310875
4.714841,0.106032,0.311050
4.719841,0.105803,0.311167
4.724840,0.105474,0.311343
4.729840,0.105296,0.311461
4.734839,0.105027,0.311639
4.739839,0.104843,0.311759
4.744839,0.104555,0.311938
4.749838,0.104373,0.312059
4.754838,0.104092,0.312240
4.759838,0.103893,0.312361
4.764837,0.103630,0.312544
4.769837,0.103446,0.312667
4.774837,0.103208,0.312851
4.779836,0.103069,0.312975
4.784836,0.102855,0.313161
4.789835,0.102749,0.313286
4.794835,0.102613,0.313474
4.799835,0.102585,0.313600
4.804834,0.126373,0.310900
4.809834,0.126317,0.311016
4.814834,0.126236,0.311191
4.819833,0.126204,0.311308
4.824833,0.126147,0.311484
4.829833,0.126097,0.311602
4.834832,0.126033,0.311780
4.839832,0.126010,0.311899
4.844831,0.125968,0.312079
4.849831,0.125926,0.312199
4.854831,0.125841,0.312380
4.859830,0.125790,0.312501
4.864830,0.125695,0.312684
4.869830,0.125610,0.312807
4.874829,0.125505,0.312991
4.879829,0.125424,0.313115
4.884829,0.125333,0.313301
4.889828,0.125250,0.313426
4.894828,0.125125,0.313614
4.899827,0.125028,0.313739
4.904827,0.106234,0.311038
4.909827,0.106094,0.311154
4.914826,0.105930,0.311328
4.919826,0.105849,0.311445
4.924826,0.105601,0.311621
4.929825,0.105425,0.311739
4.934825,0.105185,0.311917
4.939825,0.105019,0.312036
4.944824,0.104776,0.312216
4.949824,0.104615,0.312336
4.954823,0.104367,0.312517
4.959823,0.104212,0.312638
4.964823,0.103988,0.312821
4.969822,0.103842,0.312943
4.974822,0.103594,0.313128
4.979822,0.103547,0.313251
4.984821,0.103352,0.313437
4.989821,0.103151,0.313562
4.994821,0.102948,0.313750
4.999820,0.102686,0.313876
5.004820,0.123552,0.311173
5.009820,0.123467,0.311288
5.014819,0.123217,0.311463
5.019819,0.123072,0.311580
5.024818,0.122838,0.311756
5.029818,0.122677,0.311874
5.034818,0.122482,0.312052
5.039817,0.122367,0.312171
5.044817,0.122172,0.312350
5.049817,0.122029,0.312470
5.054816,0.121818,0.312651
5.059816,0.121731,0.312772
5.064816,0.121607,0.312955
5.069815,0.121530,0.313077
5.074815,0.121403,0.313262
5.079814,0.121299,0.313385
5.084814,0.121204,0.313571
5.089814,0.121105,0.313696
5.094813,0.121006,0.313883
5.099813,0.120913,0.314009
5.104813,0.188309,0.311305
5.109812,0.188355,0.311420
5.114812,0.188452,0.311595
5.119812,0.188495,0.311712
5.124811,0.188592,0.311888
5.129811,0.188630,0.312005
5.134810,0.188710,0.312183
5.139810,0.188753,0.312302
5.144810,0.188823,0.312481
5.149809,0.188874,0.312601
5.154809,0.188955,0.312782
5.159809,0.189040,0.312903
5.164808,0.189146,0.313086
5.169808,0.189209,0.313208
5.174808,0.189305,0.313392
5.179807,0.189359,0.313516
5.184807,0.189489,0.313702
5.189806,0.189607,0.313826
5.194806,0.189756,0.314014
5.199806,0.189857,0.314139
5.204805,0.198171,0.311433
5.209805,0.198319,0.311549
5.214805,0.198541,0.311723
5.219804,0.198702,0.311840
5.224804,0.198941,0.312016
5.229804,0.199121,0.312134
5.234803,0.199407,0.312312
5.239803,0.199624,0.312430
5.244802,0.199938,0.312610
5.249802,0.200148,0.312730
5.254802,0.200485,0.312910
5.259801,0.200737,0.313031
5.264801,0.201141,0.313214
5.269801,0.201447,0.313336
5.274800,0.201942,0.313520
5.279800,0.202285,0.313643
5.284800,0.202811,0.313829
5.289799,0.203171,0.313954
5.294799,0.203709,0.314141
5.299798,0.204055,0.314267
5.304798,0.163220,0.311559
5.309798,0.163474,0.311675
5.314797,0.163861,0.311849
5.319797,0.164122,0.311966
5.324797,0.164552,0.312142
5.329796,0.164848,0.312260
5.334796,0.165277,0.312437
5.339796,0.165579,0.312556
5.344795,0.166046,0.312735
5.349795,0.166373,0.312855
5.354795,0.166862,0.313036
5.359794,0.167204,0.313157
5.364794,0.167702,0.313339
5.369793,0.168019,0.313461
5.374793,0.168508,0.313645
5.379793,0.168850,0.313768
5.384792,0.169325,0.313954
5.389792,0.169612,0.314078
5.394792,0.170053,0.314266
5.399791,0.170377,0.314391
5.404791,0.175776,0.311683
5.409791,0.176166,0.311798
5.414790,0.176757,0.311972
5.419790,0.177153,0.312089
5.424789,0.177745,0.312265
5.429789,0.178156,0.312383
5.434789,0.178763,0.312560
5.439788,0.179179,0.312679
5.444788,0.179821,0.312858
5.449788,0.180269,0.312978
5.454787,0.180927,0.313158
5.459787,0.181356,0.313279
5.464787,0.182068,0.313462
5.469786,0.182538,0.313584
5.474786,0.183241,0.313768
5.479785,0.183698,0.313891
5.484785,0.184409,0.314076
5.489785,0.184886,0.314201
5.494784,0.185600,0.314388
5.499784,0.186055,0.314513
5.504784,0.199217,0.311803
5.509783,0.199599,0.311919
5.514783,0.200213,0.312093
5.519783,0.200623,0.312210
5.524782,0.201224,0.312385
5.529782,0.201616,0.312503
5.534781,0.202182,0.312680
5.539781,0.202561,0.312799
5.544781,0.203132,0.312978
5.549780,0.203516,0.313098
5.554780,0.204148,0.313278
5.559780,0.204587,0.313399
5.564779,0.205250,0.313581
5.569779,0.205693,0.313703
5.574779,0.206344,0.313887
5.579778,0.206765,0.314010
5.584778,0.207385,0.314196
5.589777,0.207793,0.314320
5.594777,0.208432,0.314507
5.599777,0.208859,0.314633
5.604776,0.293351,0.311921
5.609776,0.293923,0.312037
5.614776,0.294812,0.312211
5.619775,0.295404,0.312327
5.624775,0.296294,0.312503
5.629775,0.296872,0.312620
5.634774,0.297756,0.312798
5.639774,0.298344,0.312916
5.644773,0.299240,0.313095
5.649773,0.299841,0.313215
5.654773,0.300763,0.313395
5.659772,0.301378,0.313516
5.664772,0.302289,0.313698
5.669772,0.302884,0.313820
5.674771,0.303796,0.314004
5.679771,0.304370,0.314127
5.684771,0.305216,0.314312
5.689770,0.305745,0.314437
5.694770,0.306508,0.314624
5.699769,0.307001,0.314749
5.704769,0.295889,0.312036
5.709769,0.296307,0.312152
5.714768,0.296993,0.312326
5.719768,0.297434,0.312442
5.724768,0.298121,0.312618
5.729767,0.298561,0.312735
5.734767,0.299188,0.312912
5.739767,0.299593,0.313031
5.744766,0.300181,0.313210
5.749766,0.300590,0.313329
5.754766,0.301195,0.313510
5.759765,0.301601,0.313631
5.764765,0.302208,0.313813
5.769764,0.302635,0.313935
5.774764,0.303286,0.314118
5.779764,0.303714,0.314241
5.784763,0.304370,0.314427
5.789763,0.304816,0.314551
5.794763,0.305496,0.314738
5.799762,0.306006,0.314863
5.804762,0.297002,0.312149
5.809762,0.297442,0.312264
5.814761,0.298077,0.312438
5.819761,0.298500,0.312555
5.824760,0.299163,0.312730
5.829760,0.299606,0.312848
5.834760,0.300275,0.313025
5.839759,0.300725,0.313143
5.844759,0.301355,0.313322
5.849759,0.301758,0.313442
5.854758,0.302351,0.313622
5.859758,0.302723,0.313743
5.864758,0.303355,0.313925
5.869757,0.303784,0.314046
5.874757,0.304397,0.314230
5.879756,0.304828,0.314353
5.884756,0.305500,0.314538
5.889756,0.305926,0.314662
5.894755,0.306545,0.314849
5.899755,0.306933,0.314974
5.904755,0.252226,0.312259
5.909754,0.252531,0.312375
5.914754,0.252998,0.312548
5.919754,0.253333,0.312665
5.924753,0.253845,0.312840
5.929753,0.254202,0.312958
5.934752,0.254708,0.313135
5.939752,0.255051,0.313253
5.944752,0.255571,0.313432
5.949751,0.255906,0.313551
5.954751,0.256400,0.313731
5.959751,0.256698,0.313852
5.964750,0.257165,0.314034
5.969750,0.257491,0.314156
5.974750,0.257956,0.314339
5.979749,0.258252,0.314462
5.984749,0.258720,0.314647
5.989748,0.259044,0.314771
5.994748,0.259508,0.314958
5.999748,0.259833,0.315084
6.004747,0.217356,0.312367
6.009747,0.217603,0.312482
6.014747,0.217986,0.312656
6.019746,0.218335,0.312772
6.024746,0.218775,0.312948
6.029746,0.219023,0.313065
6.034745,0.219528,0.313242
6.039745,0.219871,0.313360
6.044744,0.220389,0.313539
6.049744,0.220731,0.313658
6.054744,0.221277,0.313839
6.059743,0.221645,0.313959
6.064743,0.222218,0.314141
6.069743,0.222596,0.314263
6.074742,0.223124,0.314446
6.079742,0.223394,0.314569
6.084742,0.223911,0.314754
6.089741,0.224175,0.314878
6.094741,0.224672,0.315065
6.099741,0.225149,0.315190
6.104740,0.185946,0.312472
6.109740,0.186170,0.312588
6.114739,0.186400,0.312761
6.119739,0.186569,0.312878
6.124739,0.186747,0.313053
6.129738,0.186880,0.313170
6.134738,0.187086,0.313347
6.139738,0.187196,0.313465
6.144737,0.187367,0.313644
6.149737,0.187482,0.313763
6.154737,0.187657,0.313943
6.159736,0.187830,0.314064
6.164736,0.188060,0.314246
6.169735,0.188286,0.314367
6.174735,0.188525,0.314551
6.179735,0.188682,0.314673
6.184734,0.188899,0.314858
6.189734,0.189057,0.314982
6.194734,0.189302,0.315169
6.199733,0.189499,0.315294
6.204733,0.214893,0.312575
6.209733,0.215160,0.312691
6.214732,0.215421,0.312864
6.219732,0.215582,0.312980
6.224731,0.215816,0.313155
6.229731,0.216004,0.313273
6.234731,0.216247,0.313450
6.239730,0.216405,0.313568
6.244730,0.216637,0.313746
6.249730,0.216762,0.313866
6.254729,0.216927,0.314046
6.259729,0.217017,0.314166
6.264729,0.217158,0.314348
6.269728,0.217256,0.314470
6.274728,0.217395,0.314653
6.279727,0.217467,0.314776
6.284727,0.217547,0.314961
6.289727,0.217589,0.315084
6.294726,0.217605,0.315271
6.299726,0.217595,0.315396
6.304726,0.210018,0.312676
6.309725,0.210061,0.312791
6.314725,0.210046,0.312965
6.319725,0.210044,0.313081
6.324724,0.209996,0.313256
6.329724,0.209973,0.313373
6.334723,0.209914,0.313550
6.339723,0.209882,0.313668
6.344723,0.209757,0.313847
6.349722,0.209679,0.313966
6.354722,0.209534,0.314146
6.359722,0.209445,0.314266
6.364721,0.209308,0.314448
6.369721,0.209202,0.314570
6.374721,0.209063,0.314753
6.379720,0.208939,0.314875
6.384720,0.208790,0.315060
6.389719,0.208762,0.315184
6.394719,0.208576,0.315371
6.399719,0.208495,0.315496
6.404718,0.207982,0.312775
6.409718,0.207891,0.312890
6.414718,0.207731,0.313063
6.419717,0.207563,0.313179
6.424717,0.207432,0.313354
6.429717,0.207374,0.313472
6.434716,0.207236,0.313648
6.439716,0.207141,0.313767
6.444715,0.206958,0.313945
6.449715,0.206825,0.314064
6.454715,0.206623,0.314244
6.459714,0.206472,0.314364
6.464714,0.206274,0.314546
6.469714,0.206142,0.314667
6.474713,0.205936,0.314851
6.479713,0.205804,0.314973
6.484713,0.205535,0.315158
6.489712,0.205379,0.315282
6.494712,0.205061,0.315468
6.499712,0.204956,0.315593
6.504711,0.183971,0.312871
6.509711,0.183864,0.312986
6.514710,0.183698,0.313159
6.519710,0.183608,0.313276
6.524710,0.183434,0.313451
6.529709,0.183352,0.313568
6.534709,0.183123,0.313744
6.539709,0.182954,0.313862
6.544708,0.182709,0.314041
6.549708,0.182567,0.314160
6.554708,0.182339,0.314340
6.559707,0.182189,0.314460
6.564707,0.181927,0.314642
6.569706,0.181756,0.314763
6.574706,0.181481,0.314946
6.579706,0.181303,0.315069
6.584705,0.180999,0.315253
6.589705,0.180805,0.315377
6.594705,0.180493,0.315564
6.599704,0.180183,0.315689
6.604704,0.174162,0.312965
6.609704,0.173926,0.313080
6.614703,0.173776,0.313254
6.619703,0.173706,0.313370
6.624702,0.173552,0.313545
6.629702,0.173482,0.313662
6.634702,0.173319,0.313838
6.639701,0.173222,0.313956
6.644701,0.173029,0.314134
6.649701,0.172891,0.314254
6.654700,0.172676,0.314433
6.659700,0.172561,0.314554
6.664700,0.172382,0.314735
6.669699,0.172237,0.314856
6.674699,0.172077,0.315040
6.679698,0.172144,0.315162
6.684698,0.172033,0.315347
6.689698,0.172113,0.315470
6.694697,0.172042,0.315657
6.699697,0.172240,0.315782
6.704697,0.207306,0.313057
6.709696,0.207254,0.313172
6.714696,0.207183,0.313346
6.719696,0.207174,0.313462
6.724695,0.207163,0.313636
6.729695,0.207141,0.313753
6.734694,0.207101,0.313930
6.739694,0.207076,0.314048
6.744694,0.207024,0.314226
6.749693,0.207003,0.314345
6.754693,0.206933,0.314525
6.759693,0.206899,0.314645
6.764692,0.206841,0.314826
6.769692,0.206791,0.314948
6.774692,0.206776,0.315131
6.779691,0.206703,0.315253
6.784691,0.206671,0.315438
6.789690,0.206718,0.315562
6.794690,0.206693,0.315748
6.799690,0.206752,0.315873
6.804689,0.172777,0.313147
6.809689,0.172502,0.313262
6.814689,0.172047,0.313435
6.819688,0.171674,0.313551
6.824688,0.171243,0.313726
6.829688,0.170959,0.313843
6.834687,0.170569,0.314020
6.839687,0.170318,0.314138
6.844687,0.169965,0.314316
6.849686,0.169733,0.314435
6.854686,0.169386,0.314614
6.859685,0.169162,0.314735
6.864685,0.168892,0.314916
6.869685,0.168719,0.315037
6.874684,0.168527,0.315220
6.879684,0.168420,0.315343
6.884684,0.168326,0.315527
6.889683,0.168253,0.315651
6.894683,0.168182,0.315837
6.899683,0.168126,0.315962
6.904682,0.162145,0.313235
6.909682,0.162172,0.313350
6.914681,0.162207,0.313523
6.919681,0.162244,0.313639
6.924681,0.162322,0.313814
6.929680,0.162380,0.313931
6.934680,0.162472,0.314107
6.939680,0.162539,0.314225
6.944679,0.162641,0.314403
6.949679,0.162711,0.314522
6.954679,0.162832,0.314702
6.959678,0.162904,0.314822
6.964678,0.163020,0.315003
6.969677,0.163086,0.315125
6.974677,0.163213,0.315307
6.979677,0.163294,0.315430
6.984676,0.163469,0.315614
6.989676,0.163613,0.315738
6.994676,0.163872,0.315924
6.999675,0.164062,0.316049
7.004675,0.201892,0.313321
7.009675,0.202190,0.313436
7.014674,0.202648,0.313609
7.019674,0.202957,0.313725
7.024673,0.203448,0.313900
7.029673,0.203806,0.314017
7.034673,0.204338,0.314193
7.039672,0.204682,0.314311
7.044672,0.205261,0.314489
7.049672,0.205669,0.314608
7.054671,0.206292,0.314788
7.059671,0.206745,0.314908
7.064671,0.207421,0.315089
7.069670,0.207881,0.315210
7.074670,0.208552,0.315393
7.079669,0.208963,0.315515
7.084669,0.209653,0.315700
7.089669,0.210075,0.315823
7.094668,0.210717,0.316010
7.099668,0.211193,0.316134
7.104668,0.192198,0.313406
7.109667,0.192375,0.313521
7.114667,0.192635,0.313694
7.119667,0.192780,0.313809
7.124666,0.193013,0.313984
7.129666,0.193169,0.314101
7.134665,0.193430,0.314277
7.139665,0.193628,0.314395
7.144665,0.193901,0.314573
7.149664,0.194092,0.314692
7.154664,0.194418,0.314871
7.159664,0.194644,0.314992
7.164663,0.195011,0.315173
7.169663,0.195259,0.315294
7.174663,0.195679,0.315477
7.179662,0.195964,0.315599
7.184662,0.196434,0.315783
7.189662,0.196768,0.315907
7.194661,0.197207,0.316093
7.199661,0.197506,0.316217
7.204660,0.191617,0.313488
7.209660,0.191970,0.313603
7.214660,0.192523,0.313776
7.219659,0.192912,0.313892
7.224659,0.193539,0.314066
7.229659,0.193967,0.314183
7.234658,0.194586,0.314359
7.239658,0.194998,0.314477
7.244658,0.195662,0.314655
7.249657,0.196106,0.314774
7.254657,0.196790,0.314953
7.259656,0.197265,0.315073
7.264656,0.197987,0.315254
7.269656,0.198484,0.315375
7.274655,0.199269,0.315558
7.279655,0.199803,0.315680
7.284655,0.200630,0.315865
7.289654,0.201202,0.315988
7.294654,0.202059,0.316174
7.299654,0.202624,0.316299
7.304653,0.186629,0.313568
7.309653,0.187129,0.313683
7.314652,0.187922,0.313856
7.319652,0.188489,0.313972
7.324652,0.189397,0.314146
7.329651,0.190035,0.314263
7.334651,0.191048,0.314439
7.339651,0.191752,0.314557
7.344650,0.192780,0.314735
7.349650,0.193489,0.314854
7.354650,0.194621,0.315033
7.359649,0.195378,0.315153
7.364649,0.196553,0.315334
7.369648,0.197366,0.315455
7.374648,0.198614,0.315638
7.379648,0.199464,0.315760
7.384647,0.200762,0.315944
7.389647,0.201625,0.316068
7.394647,0.202932,0.316254
7.399646,0.203855,0.316378
7.404646,0.190929,0.313647
7.409646,0.191634,0.313762
7.414645,0.192673,0.313935
7.419645,0.193345,0.314050
7.424644,0.194378,0.314225
7.429644,0.195079,0.314342
7.434644,0.196185,0.314518
7.439643,0.196926,0.314635
7.444643,0.198048,0.314813
7.449643,0.198828,0.314932
7.454642,0.200042,0.315111
7.459642,0.200863,0.315231
7.464642,0.202052,0.315412
7.469641,0.202817,0.315533
7.474641,0.204080,0.315716
7.479640,0.204978,0.315838
7.484640,0.206319,0.316022
7.489640,0.207209,0.316146
7.494639,0.208609,0.316332
7.499639,0.209571,0.316456
7.504639,0.202735,0.313724
7.509638,0.203667,0.313839
7.514638,0.205175,0.314011
7.519638,0.206227,0.314127
7.524637,0.207791,0.314302
7.529637,0.208868,0.314418
7.534636,0.210484,0.314594
7.539636,0.211580,0.314712
7.544636,0.213232,0.314890
7.549635,0.214340,0.315009
7.554635,0.216057,0.315188
7.559635,0.217218,0.315308
7.564634,0.219018,0.315489
7.569634,0.220233,0.315610
7.574634,0.222110,0.315792
7.579633,0.223412,0.315914
7.584633,0.225335,0.316099
7.589633,0.226672,0.316222
7.594632,0.228667,0.316408
7.599632,0.230085,0.316532
7.604631,0.164011,0.313799
7.609631,0.165481,0.313914
7.614631,0.167640,0.314087
7.619630,0.169077,0.314202
7.624630,0.171314,0.314377
7.629630,0.172818,0.314493
7.634629,0.175131,0.314669
7.639629,0.176700,0.314787
7.644629,0.179093,0.314965
7.649628,0.180732,0.315083
7.654628,0.183219,0.315263
7.659627,0.184884,0.315383
7.664627,0.187433,0.315563
7.669627,0.189103,0.315684
7.674626,0.191622,0.315867
7.679626,0.193396,0.315989
7.684626,0.196004,0.316173
7.689625,0.197833,0.316296
7.694625,0.200535,0.316482
7.699625,0.202385,0.316607
7.704624,0.151669,0.313873
7.709624,0.152968,0.313987
7.714623,0.154947,0.314160
7.719623,0.156279,0.314276
7.724623,0.158291,0.314450
7.729622,0.159643,0.314567
7.734622,0.161692,0.314743
7.739622,0.163012,0.314860
7.744621,0.165019,0.315038
7.749621,0.166353,0.315157
7.754621,0.168390,0.315336
7.759620,0.169777,0.315456
7.764620,0.171860,0.315637
7.769619,0.173258,0.315758
7.774619,0.175359,0.315940
7.779619,0.176774,0.316062
7.784618,0.178854,0.316246
7.789618,0.180242,0.316369
7.794618,0.182299,0.316555
7.799617,0.183651,0.316680
7.804617,0.106481,0.313945
7.809617,0.107494,0.314059
7.814616,0.109136,0.314232
7.819616,0.110213,0.314348
7.824615,0.111856,0.314522
7.829615,0.112948,0.314639
7.834615,0.114652,0.314814
7.839614,0.115785,0.314932
7.844614,0.117543,0.315110
7.849614,0.118740,0.315228
7.854613,0.120574,0.315408
7.859613,0.121758,0.315527
7.864613,0.123596,0.315708
7.869612,0.124718,0.315829
7.874612,0.126557,0.316011
7.879611,0.127799,0.316134
7.884611,0.129680,0.316318
7.889611,0.131051,0.316441
7.894610,0.133017,0.316626
7.899610,0.134125,0.316751
7.904610,0.089827,0.314015
7.909609,0.090776,0.314130
7.914609,0.092097,0.314302
7.919609,0.092997,0.314418
7.924608,0.094345,0.314592
7.929608,0.095252,0.314709
7.934608,0.096590,0.314885
7.939607,0.097519,0.315002
7.944607,0.098861,0.315180
7.949606,0.099784,0.315298
7.954606,0.101203,0.315477
7.959606,0.102156,0.315597
7.964605,0.103614,0.315778
7.969605,0.104653,0.315899
7.974605,0.106216,0.316081
7.979604,0.107247,0.316203
7.984604,0.108853,0.316387
7.989604,0.110111,0.316510
7.994603,0.111747,0.316696
7.999603,0.112935,0.316820
8.004604,0.108587,0.314084
8.009606,0.109424,0.314198
8.014608,0.110926,0.314371
8.019610,0.112025,0.314487
8.024612,0.113542,0.314661
8.029614,0.114535,0.314777
8.034616,0.116081,0.314953
8.039618,0.117116,0.315071
8.044621,0.118727,0.315248
8.049623,0.119834,0.315367
8.054625,0.121519,0.315546
8.059627,0.122718,0.315666
8.064629,0.124504,0.315846
8.069631,0.125593,0.315967
8.074633,0.127399,0.316149
8.079635,0.128614,0.316271
8.084637,0.130473,0.316455
8.089639,0.131671,0.316578
8.094641,0.133538,0.316764
8.099643,0.135101,0.316888
8.104645,0.096234,0.314151
8.109647,0.096886,0.314266
8.114649,0.097750,0.314438
8.119651,0.098441,0.314554
8.124653,0.099310,0.314728
8.129655,0.099974,0.314844
8.134657,0.100863,0.315020
8.139659,0.101448,0.315138
8.144661,0.102445,0.315315
8.149663,0.103154,0.315434
8.154665,0.104239,0.315612
8.159667,0.105066,0.315732
8.164669,0.106220,0.315913
8.169671,0.106794,0.316034
8.174673,0.107953,0.316216
8.179675,0.108481,0.316338
8.184677,0.109630,0.316522
8.189679,0.110220,0.316645
8.194681,0.111412,0.316831
8.199683,0.111855,0.316955
8.204685,0.095249,0.314217
8.209687,0.096309,0.314331
8.214689,0.097479,0.314504
8.219691,0.098327,0.314619
8.224693,0.099536,0.314793
8.229695,0.100359,0.314910
8.234697,0.101561,0.315085
8.239699,0.102388,0.315203
8.244701,0.103633,0.315380
8.249703,0.104471,0.315499
8.254705,0.105734,0.315678
8.259707,0.106502,0.315798
8.264709,0.107727,0.315978
8.269711,0.108690,0.316099
8.274714,0.109945,0.316281
8.279716,0.110763,0.316403
8.284718,0.112053,0.316587
8.289720,0.112911,0.316710
8.294722,0.114211,0.316896
8.299724,0.115091,0.317020
8.304726,0.095215,0.314281
8.309728,0.095618,0.314395
8.314730,0.096572,0.314568
8.319732,0.097126,0.314683
8.324734,0.098058,0.314857
8.329736,0.098555,0.314974
8.334738,0.099550,0.315149
8.339740,0.100247,0.315267
8.344742,0.101239,0.315444
8.349744,0.101861,0.315563
8.354746,0.102842,0.315742
8.359748,0.103433,0.315861
8.364750,0.104434,0.316042
8.369752,0.105004,0.316163
8.374754,0.105997,0.316345
8.379756,0.106786,0.316467
8.384758,0.107858,0.316651
8.389760,0.108598,0.316774
8.394762,0.109682,0.316959
8.399764,0.110471,0.317083
8.404766,0.041944,0.314344
8.409768,0.042578,0.314458
8.414770,0.043519,0.314631
8.419772,0.043903,0.314746
8.424774,0.044906,0.314920
8.429776,0.045570,0.315036
8.434778,0.046583,0.315212
8.439780,0.047271,0.315330
8.444782,0.048334,0.315507
8.449784,0.049033,0.315625
8.454786,0.050065,0.315804
8.459788,0.050869,0.315924
8.464790,0.051986,0.316104
8.469792,0.052584,0.316225
8.474794,0.053691,0.316407
8.479796,0.054361,0.316529
8.484798,0.055464,0.316713
8.489800,0.056232,0.316836
8.494802,0.057358,0.317021
8.499804,0.057934,0.317145
8.504807,0.054946,0.314405
8.509809,0.055358,0.314520
8.514811,0.056114,0.314692
8.519813,0.056583,0.314807
8.524815,0.057363,0.314981
8.529817,0.057812,0.315098
8.534819,0.058627,0.315273
8.539821,0.059166,0.315391
8.544823,0.059993,0.315568
8.549825,0.060542,0.315687
8.554827,0.061378,0.315865
8.559829,0.061887,0.315985
8.564831,0.062693,0.316165
8.569833,0.063281,0.316286
8.574835,0.064111,0.316468
8.579837,0.064506,0.316590
8.584839,0.065315,0.316774
8.589841,0.065669,0.316897
8.594843,0.066452,0.317082
8.599845,0.066998,0.317206
8.604847,0.068070,0.314465
8.609849,0.068672,0.314580
8.614851,0.069641,0.314752
8.619853,0.070282,0.314867
8.624855,0.071276,0.315041
8.629857,0.071894,0.315158
8.634859,0.072901,0.315333
8.639861,0.073585,0.315451
8.644863,0.074589,0.315628
8.649865,0.075267,0.315746
8.654867,0.076304,0.315925
8.659869,0.076991,0.316045
8.664871,0.078019,0.316225
8.669873,0.078740,0.316346
8.674875,0.079791,0.316528
8.679877,0.080305,0.316650
8.684879,0.081316,0.316833
8.689881,0.082072,0.316956
8.694883,0.083115,0.317142
8.699885,0.083585,0.317266
8.704887,0.070825,0.314524
8.709889,0.071510,0.314638
8.714891,0.072500,0.314811
8.719893,0.073086,0.314926
8.724895,0.074098,0.315100
8.729897,0.074917,0.315216
8.734900,0.075901,0.315392
8.739902,0.076584,0.315509
8.744904,0.077596,0.315686
8.749906,0.078289,0.315805
8.754908,0.079344,0.315984
8.759910,0.079944,0.316103
8.764912,0.080976,0.316283
8.769914,0.081865,0.316404
8.774916,0.082969,0.316586
8.779918,0.083865,0.316708
8.784920,0.085025,0.316892
8.789922,0.085768,0.317015
8.794924,0.086961,0.317200
8.799926,0.088204,0.317324
8.804928,0.054325,0.314582
8.809930,0.054655,0.314696
8.814932,0.055155,0.314868
8.819934,0.055383,0.314983
8.824936,0.055942,0.315157
8.829938,0.056342,0.315274
8.834940,0.056963,0.315449
8.839942,0.057382,0.315567
8.844944,0.058042,0.315744
8.849946,0.058510,0.315862
8.854948,0.059256,0.316041
8.859950,0.059727,0.316160
8.864952,0.060510,0.316341
8.869954,0.061071,0.316461
8.874956,0.061912,0.316643
8.879958,0.062440,0.316765
8.884960,0.063299,0.316949
8.889962,0.063777,0.317071
8.894964,0.064662,0.317257
8.899966,0.065058,0.317381
8.904968,0.052770,0.314638
8.909970,0.052778,0.314752
8.914972,0.052760,0.314924
8.919974,0.052773,0.315040
8.924976,0.052814,0.315213
8.929978,0.052826,0.315330
8.934980,0.052896,0.315505
8.939982,0.052956,0.315622
8.944984,0.053074,0.315799
8.949986,0.053203,0.315918
8.954988,0.053399,0.316096
8.959991,0.053565,0.316216
8.964993,0.053809,0.316396
8.969995,0.054095,0.316517
8.974997,0.054431,0.316699
8.979999,0.054708,0.316821
8.985001,0.055134,0.317004
8.990003,0.055359,0.317127
8.995005,0.055817,0.317312
9.000007,0.055941,0.317436
9.005009,0.025797,0.314693
9.010011,0.025351,0.314807
9.015013,0.025111,0.314979
9.020015,0.024910,0.315094
9.025017,0.024738,0.315268
9.030019,0.024646,0.315384
9.035021,0.024519,0.315560
9.040023,0.024424,0.315677
9.045025,0.024418,0.315854
9.050027,0.024441,0.315972
9.055029,0.024522,0.316151
9.060031,0.024559,0.316271
9.065033,0.024692,0.316451
9.070035,0.024863,0.316571
9.075037,0.025089,0.316753
9.080039,0.025325,0.316875
9.085041,0.025652,0.317058
9.090043,0.025861,0.317181
9.095045,0.026271,0.317367
9.100047,0.026624,0.317491
9.105049,0.072766,0.314746
9.110051,0.072388,0.314860
9.115053,0.072140,0.315033
9.120055,0.072032,0.315148
9.125057,0.071800,0.315322
9.130059,0.071776,0.315438
9.135061,0.071544,0.315613
9.140063,0.071484,0.315730
9.145065,0.071249,0.315907
9.150067,0.071116,0.316026
9.155069,0.070945,0.316204
9.160071,0.070844,0.316324
9.165073,0.070724,0.316504
9.170075,0.070611,0.316625
9.175077,0.070509,0.316806
9.180079,0.070332,0.316928
9.185081,0.070230,0.317112
9.190084,0.070113,0.317234
9.195086,0.070061,0.317420
9.200088,0.070029,0.317544
9.205090,0.103794,0.314799
9.210092,0.103635,0.314913
9.215094,0.103362,0.315085
9.220096,0.103198,0.315200
9.225098,0.102890,0.315374
9.230100,0.102710,0.315490
9.235102,0.102390,0.315665
9.240104,0.102171,0.315783
9.245106,0.101847,0.315960
9.250108,0.101636,0.316078
9.255110,0.101352,0.316256
9.260112,0.101158,0.316376
9.265114,0.100890,0.316556
9.270116,0.100701,0.316677
9.275118,0.100396,0.316858
9.280120,0.100195,0.316980
9.285122,0.099896,0.317164
