time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
11.265923,-3.014069,-2.999327,-0.023143,-0.083848
11.270925,-3.014192,-2.999650,-0.025640,-0.086850
11.275927,-3.014327,-3.000178,-0.027900,-0.089597
11.280929,-3.014473,-3.000565,-0.029953,-0.090788
11.285931,-3.014628,-3.001113,-0.031780,-0.093630
11.290933,-3.014792,-3.001489,-0.033426,-0.097431
11.295935,-3.014964,-3.002082,-0.034951,-0.101710
11.300937,-3.015143,-3.002504,-0.036301,-0.103235
11.305939,-3.015328,-3.002059,-0.037470,-0.060372
11.310941,-3.015518,-3.002313,-0.038480,-0.062570
11.315943,-3.015713,-3.002691,-0.039345,-0.065281
11.320945,-3.015913,-3.003015,-0.040072,-0.064018
11.325947,-3.016115,-3.003407,-0.040680,-0.067262
11.330949,-3.016320,-3.003647,-0.041205,-0.069991
11.335951,-3.016527,-3.004070,-0.041680,-0.071887
11.340953,-3.016737,-3.004355,-0.042131,-0.072958
11.345955,-3.016949,-3.004795,-0.042562,-0.075863
11.350957,-3.017163,-3.005078,-0.042954,-0.073141
11.355959,-3.017379,-3.005519,-0.043299,-0.073425
11.360961,-3.017596,-3.005858,-0.043628,-0.076664
11.365963,-3.017816,-3.006325,-0.043980,-0.077558
11.370965,-3.018037,-3.006663,-0.044382,-0.083196
11.375967,-3.018260,-3.007164,-0.044816,-0.085147
11.380969,-3.018485,-3.007455,-0.045241,-0.083696
11.385971,-3.018713,-3.007959,-0.045622,-0.084567
11.390973,-3.018942,-3.008324,-0.045929,-0.085168
11.395975,-3.019172,-3.008846,-0.046142,-0.088554
11.400977,-3.019403,-3.009243,-0.046250,-0.092514
11.405979,-3.019634,-3.024156,-0.046261,-0.195237
11.410981,-3.019866,-3.025039,-0.046183,-0.197554
11.415983,-3.020096,-3.026222,-0.045990,-0.197646
11.420985,-3.020325,-3.026979,-0.045629,-0.198410
11.425987,-3.020551,-3.028165,-0.045030,-0.197735
11.430989,-3.020774,-3.028942,-0.044143,-0.196374
11.435991,-3.020991,-3.030120,-0.042923,-0.195436
11.440993,-3.021201,-3.030908,-0.041348,-0.191074
11.445995,-3.021402,-3.032052,-0.039405,-0.191357
11.450997,-3.021593,-3.032833,-0.037086,-0.195591
11.455999,-3.021770,-3.034006,-0.034428,-0.194306
11.461001,-3.021933,-3.034844,-0.031440,-0.196766
11.466003,-3.022081,-3.036011,-0.028129,-0.191074
11.471005,-3.022211,-3.036698,-0.024476,-0.187833
11.476007,-3.022321,-3.037818,-0.020488,-0.185936
11.481009,-3.022411,-3.038599,-0.016185,-0.184059
11.486012,-3.022477,-3.039696,-0.011547,-0.180090
11.491014,-3.022520,-3.040459,-0.006582,-0.179052
11.496016,-3.022537,-3.041519,-0.001291,-0.172865
11.501018,-3.022527,-3.042061,0.004215,-0.165705
11.506020,-3.022489,-3.018456,0.010096,-0.038923
11.511022,-3.022420,-3.018608,0.016249,-0.033622
11.516024,-3.022320,-3.018800,0.022424,-0.028558
11.521026,-3.022189,-3.018883,0.028802,-0.023069
11.526028,-3.022026,-3.019008,0.035051,-0.017533
11.531030,-3.021833,-3.019169,0.041047,-0.006930
11.536032,-3.021611,-3.019200,0.046703,0.001121
11.541034,-3.021361,-3.019213,0.051941,0.007194
11.546036,-3.021087,-3.019153,0.056685,0.015447
11.551038,-3.020791,-3.019097,0.060953,0.015219
11.556040,-3.020474,-3.018993,0.064768,0.019469
11.561042,-3.020140,-3.018899,0.068156,0.020530
11.566044,-3.019790,-3.018769,0.071140,0.023251
11.571046,-3.019426,-3.018814,0.073745,0.019052
11.576048,-3.019051,-3.018695,0.075921,0.018847
11.581050,-3.018666,-3.018578,0.077730,0.023105
11.586052,-3.018273,-3.018428,0.079180,0.028007
11.591054,-3.017873,-3.018200,0.080295,0.028911
11.596056,-3.017469,-3.018027,0.081139,0.027512
11.601058,-3.017062,-3.017905,0.081737,0.030269
11.606060,-3.016652,-3.015220,0.082148,0.068318
11.611062,-3.016240,-3.014988,0.082388,0.067573
11.616064,-3.015828,-3.014585,0.082466,0.068072
11.621066,-3.015415,-3.014391,0.082355,0.069954
11.626068,-3.015005,-3.013970,0.082019,0.071775
11.631070,-3.014596,-3.013708,0.081432,0.071672
11.636072,-3.014191,-3.013283,0.080560,0.071240
11.641074,-3.013792,-3.012998,0.079412,0.070090
11.646076,-3.013399,-3.012583,0.078027,0.069487
11.651078,-3.013013,-3.012315,0.076429,0.071216
11.656080,-3.012636,-3.011892,0.074669,0.068052
11.661082,-3.012269,-3.011617,0.072761,0.069074
11.666084,-3.011911,-3.011212,0.070718,0.067586
11.671086,-3.011564,-3.010963,0.068550,0.063170
11.676088,-3.011227,-3.010588,0.066286,0.061587
11.681090,-3.010903,-3.010320,0.063936,0.062648
11.686092,-3.010591,-3.009958,0.061427,0.058417
11.691094,-3.010291,-3.009774,0.058841,0.054055
11.696096,-3.010005,-3.009457,0.056158,0.051502
11.701098,-3.009732,-3.009310,0.053351,0.049137
11.706100,-3.009475,-2.987154,0.050344,0.065312
11.711102,-3.009233,-2.986895,0.047164,0.063041
11.716105,-3.009007,-2.986522,0.043919,0.058695
11.721107,-3.008797,-2.986320,0.040603,0.057473
11.726109,-3.008604,-2.985981,0.037183,0.056035
11.731111,-3.008429,-2.985734,0.033632,0.051733
11.736113,-3.008272,-2.985431,0.029903,0.047871
11.741115,-3.008134,-2.985241,0.026001,0.043658
11.746117,-3.008016,-2.984984,0.021901,0.040500
11.751119,-3.007919,-2.984821,0.017719,0.037917
11.756121,-3.007843,-2.984604,0.013440,0.033522
11.761123,-3.007789,-2.984470,0.009160,0.032044
11.766125,-3.007756,-2.984282,0.004823,0.029134
11.771127,-3.007745,-2.984173,0.000436,0.024100
11.776129,-3.007756,-2.984048,-0.003832,0.013889
11.781131,-3.007788,-2.984043,-0.008022,0.007489
11.786133,-3.007840,-2.984004,-0.012045,0.003206
11.791135,-3.007912,-2.983991,-0.015949,-0.000665
11.796137,-3.008003,-2.984009,-0.019824,-0.007378
11.801139,-3.008114,-2.984040,-0.023729,-0.011339
11.806141,-3.008245,-2.979071,-0.027711,-0.048917
11.811143,-3.008395,-2.979229,-0.031762,-0.052341
11.816145,-3.008566,-2.979556,-0.035648,-0.059896
11.821147,-3.008755,-2.979841,-0.039327,-0.061954
11.826149,-3.008963,-2.980219,-0.042803,-0.065285
11.831151,-3.009187,-2.980468,-0.046037,-0.067378
11.836153,-3.009426,-2.980891,-0.048956,-0.073879
11.841155,-3.009678,-2.981189,-0.051467,-0.075341
11.846157,-3.009942,-2.981645,-0.053581,-0.082565
11.851159,-3.010216,-2.981987,-0.055365,-0.088140
11.856161,-3.010497,-2.982519,-0.056867,-0.090883
11.861163,-3.010786,-2.982864,-0.058075,-0.090844
11.866165,-3.011079,-2.983409,-0.059019,-0.091810
11.871167,-3.011376,-2.983809,-0.059720,-0.096574
11.876169,-3.011676,-2.984385,-0.060179,-0.096061
11.881171,-3.011977,-2.984747,-0.060396,-0.095978
11.886173,-3.012279,-2.985331,-0.060375,-0.098563
11.891175,-3.012580,-2.985668,-0.060137,-0.097040
11.896177,-3.012880,-2.986249,-0.059716,-0.097771
11.901179,-3.013177,-2.986653,-0.059135,-0.100536
11.906181,-3.013470,-2.979243,-0.058350,-0.029657
11.911183,-3.013759,-2.979349,-0.057391,-0.030499
11.916185,-3.014043,-2.979534,-0.056332,-0.031518
11.921187,-3.014321,-2.979679,-0.055261,-0.031381
11.926189,-3.014594,-2.979871,-0.054228,-0.031811
11.931191,-3.014862,-2.979952,-0.053267,-0.036209
11.936193,-3.015126,-2.980170,-0.052362,-0.035242
11.941195,-3.015385,-2.980329,-0.051520,-0.033016
11.946198,-3.015640,-2.980527,-0.050764,-0.032920
11.951200,-3.015892,-2.980661,-0.050120,-0.032630
11.956202,-3.016141,-2.980861,-0.049583,-0.033777
11.961204,-3.016388,-2.980962,-0.049136,-0.031551
11.966206,-3.016632,-2.981143,-0.048784,-0.028804
11.971208,-3.016876,-2.981088,-0.048549,-0.020525
11.976210,-3.017118,-2.981212,-0.048425,-0.019015
11.981212,-3.017359,-2.981027,-0.048407,-0.007433
11.986214,-3.017601,-2.981077,-0.048483,-0.009236
11.991216,-3.017844,-2.981076,-0.048635,-0.006069
11.996218,-3.018088,-2.981122,-0.048857,-0.008839
12.001220,-3.018333,-2.981155,-0.049148,-0.010502
12.006222,-3.018580,-2.982484,-0.049509,-0.033492
12.011224,-3.018829,-2.982422,-0.049953,-0.037642
12.016226,-3.019080,-2.982649,-0.050461,-0.038542
12.021228,-3.019334,-2.982726,-0.050968,-0.042090
12.026230,-3.019590,-2.982980,-0.051336,-0.042516
12.031232,-3.019847,-2.983154,-0.051357,-0.042892
12.036234,-3.020103,-2.983416,-0.050787,-0.044531
12.041236,-3.020353,-2.983552,-0.049419,-0.050289
12.046238,-3.020593,-2.983852,-0.047062,-0.049376
12.051240,-3.020818,-2.984033,-0.043672,-0.041865
12.056242,-3.021024,-2.984277,-0.039237,-0.038550
12.061244,-3.021204,-2.984335,-0.033613,-0.027513
12.066246,-3.021352,-2.984502,-0.026620,-0.023560
12.071248,-3.021460,-2.984522,-0.018121,-0.014233
12.076250,-3.021521,-2.984595,-0.008005,-0.004885
12.081252,-3.021527,-2.984913,0.003450,-0.011850
12.086254,-3.021472,-2.984952,0.016463,0.002587
12.091256,-3.021347,-2.984740,0.030491,0.021257
12.096258,-3.021149,-2.984577,0.045684,0.041652
12.101260,-3.020873,-2.984617,0.061743,0.047182
12.106262,-3.020508,-2.993130,0.081150,0.043685
12.111264,-3.020034,-2.992665,0.103881,0.057010
12.116266,-3.019443,-2.992277,0.127921,0.082946
12.121268,-3.018731,-2.992013,0.151867,0.105749
12.126270,-3.017901,-2.991321,0.175257,0.132180
12.131272,-3.016958,-2.990889,0.197357,0.156296
12.136274,-3.015907,-2.989892,0.218697,0.182473
12.141276,-3.014750,-2.989136,0.239816,0.197062
12.146278,-3.013488,-2.987902,0.260955,0.222065
12.151280,-3.012120,-2.987004,0.281989,0.237264
12.156282,-3.010643,-2.985543,0.304308,0.257795
12.161284,-3.009051,-2.984577,0.328070,0.272903
12.166286,-3.007338,-2.982889,0.352625,0.299783
12.171288,-3.005499,-2.981588,0.378007,0.325962
12.176291,-3.003532,-2.979573,0.403609,0.354818
12.181293,-3.001437,-2.978099,0.429448,0.371567
12.186295,-2.999213,-2.975805,0.454654,0.402582
12.191297,-2.996867,-2.973756,0.479121,0.428200
12.196299,-2.994399,-2.971128,0.503063,0.456544
12.201301,-2.991810,-2.969285,0.527696,0.479252
12.206303,-2.989097,-2.964687,0.552633,0.522174
12.211305,-2.986257,-2.962587,0.578313,0.540812
12.216307,-2.983289,-2.959277,0.603869,0.572728
12.221309,-2.980192,-2.957119,0.629639,0.592311
12.226311,-2.976965,-2.953490,0.655963,0.631075
12.231313,-2.973604,-2.950982,0.683012,0.653844
12.236315,-2.970107,-2.946992,0.710393,0.687596
12.241317,-2.966471,-2.944247,0.738786,0.712833
12.246319,-2.962688,-2.939899,0.768500,0.749875
12.251321,-2.958757,-2.936884,0.798289,0.772361
12.256323,-2.954676,-2.932180,0.827922,0.803058
12.261325,-2.950448,-2.928931,0.857840,0.827206
12.266327,-2.946066,-2.923903,0.888881,0.863734
12.271329,-2.941525,-2.920287,0.920899,0.891949
12.276331,-2.936824,-2.914848,0.953200,0.938005
12.281333,-2.931957,-2.911039,0.986908,0.962414
12.286335,-2.926920,-2.905195,1.021315,1.001685
12.291337,-2.921709,-2.901355,1.056298,1.026409
12.296339,-2.916321,-2.895138,1.091925,1.060395
12.301341,-2.910753,-2.891013,1.127883,1.080279
12.306343,-2.905003,-2.871743,1.165070,1.200984
12.311345,-2.899065,-2.866933,1.202608,1.228271
12.316347,-2.892936,-2.859465,1.241232,1.278130
12.321349,-2.886614,-2.854383,1.280012,1.310776
12.326351,-2.880095,-2.846429,1.319727,1.355266
12.331353,-2.873375,-2.841033,1.360147,1.389327
12.336355,-2.866453,-2.832592,1.400516,1.439945
12.341357,-2.859330,-2.826786,1.440820,1.473635
12.346359,-2.852006,-2.817835,1.480642,1.524299
12.351361,-2.844484,-2.811673,1.520346,1.562107
12.356363,-2.836762,-2.802211,1.560453,1.609825
12.361365,-2.828840,-2.795738,1.600265,1.639874
12.366367,-2.820719,-2.785789,1.640382,1.693840
12.371369,-2.812397,-2.778959,1.680363,1.725731
12.376371,-2.803875,-2.768504,1.720395,1.773073
12.381373,-2.795153,-2.761363,1.760483,1.803056
12.386375,-2.786229,-2.750438,1.801437,1.855503
12.391377,-2.777095,-2.742866,1.843757,1.893055
12.396379,-2.767748,-2.731410,1.886250,1.941329
12.401381,-2.758191,-2.723832,1.928331,1.973085
12.406384,-2.748422,-2.728008,1.970610,2.066693
12.411386,-2.738442,-2.719625,2.012959,2.102314
12.416388,-2.728251,-2.706918,2.054931,2.147336
12.421390,-2.717851,-2.698223,2.096861,2.184034
12.426392,-2.707239,-2.685030,2.139254,2.230456
12.431394,-2.696418,-2.676091,2.181029,2.268381
12.436396,-2.685387,-2.662356,2.222776,2.329666
12.441398,-2.674148,-2.653011,2.264577,2.367509
12.446400,-2.662700,-2.638698,2.306475,2.422884
12.451402,-2.651042,-2.629001,2.348247,2.453636
12.456404,-2.639173,-2.614163,2.390891,2.508298
12.461406,-2.627091,-2.604038,2.433410,2.546114
12.466408,-2.614797,-2.588665,2.475765,2.588724
12.471410,-2.602289,-2.578274,2.518889,2.622884
12.476412,-2.589565,-2.562438,2.562316,2.670273
12.481414,-2.576622,-2.551846,2.606198,2.693964
12.486416,-2.563457,-2.535574,2.650528,2.745083
12.491418,-2.550073,-2.524743,2.694660,2.777164
12.496420,-2.536467,-2.507972,2.738759,2.832637
12.501422,-2.522640,-2.496660,2.783417,2.870701
12.506424,-2.508590,-2.491248,2.827728,2.884603
12.511426,-2.494320,-2.479720,2.871373,2.926108
12.516428,-2.479836,-2.462072,2.913773,2.974305
12.521430,-2.465142,-2.450160,2.955236,3.012255
12.526432,-2.450243,-2.431986,2.996450,3.056348
12.531434,-2.435135,-2.419715,3.038534,3.081953
12.536436,-2.419814,-2.401130,3.081131,3.127451
12.541438,-2.404281,-2.388569,3.123641,3.160733
12.546440,-2.388536,-2.369493,3.166067,3.214343
12.551442,-2.372579,-2.356612,3.208087,3.243368
12.556444,-2.356412,-2.337075,3.250075,3.290143
12.561446,-2.340037,-2.323894,3.291852,3.315530
12.566448,-2.323450,-2.303893,3.334478,3.367597
12.571450,-2.306651,-2.290358,3.376730,3.400940
12.576452,-2.289639,-2.269834,3.419341,3.457627
12.581454,-2.272413,-2.255767,3.462615,3.503450
12.586456,-2.254969,-2.234646,3.506171,3.554416
12.591458,-2.237308,-2.220310,3.549521,3.592674
12.596460,-2.219432,-2.198652,3.592369,3.645846
12.601462,-2.201338,-2.183921,3.636260,3.683950
12.606464,-2.183021,-2.171399,3.681731,3.659211
12.611466,-2.164472,-2.156762,3.728475,3.698916
12.616468,-2.145688,-2.134456,3.775862,3.757123
12.621470,-2.126666,-2.119349,3.823481,3.790299
12.626472,-2.107405,-2.096488,3.871431,3.846001
12.631474,-2.087902,-2.081127,3.920141,3.885545
12.636477,-2.068153,-2.057710,3.969675,3.940028
12.641479,-2.048154,-2.041914,4.019948,3.981755
12.646481,-2.027905,-2.017916,4.069833,4.039631
12.651483,-2.007406,-2.001713,4.119505,4.078234
12.656485,-1.986659,-1.977127,4.169579,4.137824
12.661487,-1.965661,-1.960566,4.219558,4.175546
12.666489,-1.944412,-1.935393,4.270126,4.235982
12.671491,-1.922909,-1.918366,4.320771,4.279963
12.676493,-1.901154,-1.892557,4.371325,4.343501
12.681495,-1.879145,-1.875188,4.422223,4.380024
12.686497,-1.856880,-1.848778,4.473379,4.445821
12.691499,-1.834359,-1.830864,4.524812,4.487822
12.696501,-1.811582,-1.803809,4.575723,4.549390
12.701503,-1.788553,-1.785637,4.625903,4.591814
12.706505,-1.765276,-1.754406,4.674809,4.618676
12.711507,-1.741759,-1.735830,4.722057,4.657868
12.716509,-1.718012,-1.707778,4.767375,4.713140
12.721511,-1.694042,-1.688918,4.811463,4.744915
12.726513,-1.669859,-1.660342,4.853160,4.797138
12.731515,-1.645474,-1.641090,4.892612,4.825598
12.736517,-1.620899,-1.612033,4.929596,4.878890
12.741519,-1.596147,-1.592493,4.964043,4.904037
12.746521,-1.571227,-1.562981,4.997024,4.948047
12.751523,-1.546147,-1.543167,5.028267,4.971701
12.756525,-1.520918,-1.513254,5.057421,5.012210
12.761527,-1.495548,-1.493188,5.084486,5.035139
12.766529,-1.470050,-1.462913,5.109491,5.065151
12.771531,-1.444432,-1.442637,5.132798,5.082458
12.776533,-1.418702,-1.412098,5.154586,5.104413
12.781535,-1.392868,-1.391677,5.174908,5.121466
12.786537,-1.366935,-1.360904,5.193826,5.145085
12.791539,-1.340915,-1.340279,5.210763,5.159805
12.796541,-1.314814,-1.309289,5.226193,5.174338
12.801543,-1.288640,-1.288563,5.240299,5.189287
12.806545,-1.262400,-1.243758,5.252944,5.226490
12.811547,-1.236100,-1.222843,5.264466,5.236522
12.816549,-1.209747,-1.191404,5.274552,5.248837
12.821551,-1.183348,-1.170398,5.283187,5.256428
12.826553,-1.156909,-1.138843,5.290532,5.265139
12.831555,-1.130438,-1.117777,5.296496,5.268995
12.836557,-1.103941,-1.086155,5.301220,5.274415
12.841559,-1.077424,-1.065055,5.304707,5.277071
12.846561,-1.050893,-1.033379,5.306977,5.282364
12.851563,-1.024354,-1.012248,5.308068,5.283973
12.856565,-0.997814,-0.980538,5.308053,5.286578
12.861567,-0.971276,-0.959379,5.306960,5.285116
12.866570,-0.944748,-0.927666,5.304886,5.284892
12.871572,-0.918232,-0.906530,5.301906,5.282684
12.876574,-0.891733,-0.874846,5.298139,5.277705
12.881576,-0.865256,-0.853732,5.293616,5.277144
12.886578,-0.838803,-0.822083,5.288406,5.269275
12.891580,-0.812379,-0.800992,5.282441,5.265885
12.896582,-0.785986,-0.769418,5.275833,5.257740
12.901584,-0.759628,-0.748378,5.268867,5.253692
12.906586,-0.733306,-0.703334,5.261342,5.301535
12.911588,-0.707024,-0.682146,5.253007,5.296491
12.916590,-0.680785,-0.650388,5.244232,5.288271
12.921592,-0.654591,-0.629255,5.235030,5.280564
12.926594,-0.628444,-0.597601,5.225620,5.267323
12.931596,-0.602346,-0.576562,5.215576,5.259818
12.936598,-0.576300,-0.545023,5.204899,5.248425
12.941600,-0.550309,-0.524033,5.193644,5.240754
12.946602,-0.524375,-0.492611,5.182160,5.228911
12.951604,-0.498500,-0.471702,5.170328,5.221899
12.956606,-0.472684,-0.440394,5.158251,5.208176
12.961608,-0.446930,-0.419578,5.145887,5.195058
12.966610,-0.421238,-0.388443,5.133250,5.178253
12.971612,-0.395609,-0.367730,5.120785,5.170175
12.976614,-0.370044,-0.336740,5.108009,5.153246
12.981616,-0.344542,-0.316133,5.095057,5.142337
12.986618,-0.319105,-0.285318,5.082326,5.126001
12.991620,-0.293731,-0.264817,5.069755,5.118141
12.996622,-0.268420,-0.234138,5.057499,5.103697
13.001624,-0.243168,-0.213749,5.045542,5.093016
13.006626,-0.217976,-0.179250,5.033617,5.056557
13.011628,-0.192843,-0.159041,5.021962,5.046556
13.016630,-0.167767,-0.128789,5.010715,5.032679
13.021632,-0.142746,-0.108655,4.999916,5.022439
13.026634,-0.117778,-0.078542,4.989432,5.010615
13.031636,-0.092861,-0.058514,4.979381,5.003265
13.036638,-0.067994,-0.028518,4.969697,4.992819
13.041640,-0.043173,-0.008555,4.960514,4.985227
13.046642,-0.018396,0.021326,4.951862,4.972926
13.051644,0.006338,0.041215,4.943579,4.966545
13.056646,0.031032,0.070999,4.935646,4.957374
13.061648,0.055688,0.090819,4.928224,4.950140
13.066650,0.080308,0.120507,4.921396,4.943968
13.071652,0.104896,0.140283,4.915265,4.940571
13.076654,0.129456,0.169906,4.909761,4.932890
13.081656,0.153990,0.189639,4.904850,4.927029
13.086658,0.178501,0.219189,4.900510,4.919429
13.091660,0.202991,0.238869,4.896592,4.915096
13.096663,0.227464,0.268351,4.893136,4.911168
13.101665,0.251921,0.287985,4.890249,4.909337
13.106667,0.276364,0.327356,4.887834,4.867052
13.111669,0.300798,0.346828,4.885951,4.866222
13.116671,0.325223,0.376027,4.884534,4.867706
13.121673,0.349643,0.395495,4.883582,4.864407
13.126675,0.374059,0.424670,4.883080,4.861528
13.131677,0.398474,0.444118,4.883036,4.862290
13.136679,0.422890,0.473288,4.883445,4.862250
13.141681,0.447310,0.492739,4.884299,4.864032
13.146683,0.471735,0.521920,4.885611,4.865679
13.151685,0.496168,0.541384,4.887412,4.867025
13.156687,0.520612,0.570596,4.889782,4.871309
13.161689,0.545070,0.590079,4.892653,4.872435
13.166691,0.569542,0.619316,4.895837,4.876032
13.171693,0.594032,0.638818,4.899205,4.878976
13.176695,0.618538,0.668097,4.902658,4.883768
13.181697,0.643061,0.687623,4.906004,4.885479
13.186699,0.667600,0.716942,4.908817,4.887430
13.191701,0.692151,0.736480,4.910901,4.885872
13.196703,0.716709,0.765807,4.911966,4.890013
13.201705,0.741269,0.785381,4.911887,4.890420
13.206707,0.765825,0.824297,4.910454,4.929455
13.211709,0.790368,0.844019,4.907334,4.926203
13.216711,0.814891,0.873573,4.902477,4.921445
13.221713,0.839384,0.893239,4.895657,4.916255
13.226715,0.863837,0.922709,4.887084,4.902402
13.231717,0.888242,0.942312,4.876623,4.896833
13.236719,0.912588,0.971662,4.864219,4.881711
13.241721,0.936868,0.991177,4.850021,4.869294
13.246723,0.961071,1.020361,4.834248,4.851861
13.251725,0.985192,1.039758,4.817357,4.841606
13.256727,1.009225,1.068776,4.799365,4.823668
13.261729,1.033163,1.088057,4.779702,4.806423
13.266731,1.057001,1.116848,4.759311,4.782238
13.271733,1.080735,1.135947,4.738474,4.766673
13.276735,1.104363,1.164490,4.716846,4.739438
13.281737,1.127880,1.183452,4.694590,4.720680
13.286739,1.151285,1.211715,4.671819,4.693316
13.291741,1.174575,1.230453,4.648460,4.673038
13.296743,1.197745,1.258437,4.624272,4.645810
13.301745,1.220790,1.276984,4.598965,4.624367
13.306747,1.243706,1.329992,4.572294,4.676303
13.311749,1.266484,1.348668,4.544621,4.650898
13.316751,1.289122,1.376496,4.515907,4.615300
13.321754,1.311614,1.394932,4.486779,4.591926
13.326756,1.333959,1.422411,4.457166,4.556038
13.331758,1.356154,1.440611,4.426554,4.531955
13.336760,1.378191,1.467727,4.394431,4.492257
13.341762,1.400065,1.485667,4.361691,4.463700
13.346764,1.421773,1.512353,4.328182,4.422880
13.351766,1.443312,1.530013,4.294135,4.393706
13.356768,1.464679,1.556280,4.259543,4.349473
13.361770,1.485872,1.573659,4.224411,4.324121
13.366772,1.506888,1.599517,4.188797,4.279836
13.371774,1.527723,1.616592,4.152650,4.246277
13.376776,1.548378,1.641997,4.116251,4.205360
13.381778,1.568848,1.658790,4.079230,4.180233
13.386780,1.589131,1.683773,4.041427,4.133091
13.391782,1.609224,1.700270,4.003087,4.099767
13.396784,1.629123,1.724788,3.964344,4.063087
13.401786,1.648827,1.740997,3.924952,4.029379
13.406788,1.668332,1.747983,3.884870,4.004854
13.411790,1.687633,1.763992,3.843841,3.970026
13.416792,1.706727,1.787699,3.801824,3.913034
13.421794,1.725606,1.803322,3.758455,3.885846
13.426796,1.744268,1.826534,3.714624,3.835910
13.431798,1.762706,1.841838,3.669296,3.799201
13.436800,1.780913,1.864518,3.622702,3.740699
13.441802,1.798887,1.879444,3.576254,3.701655
13.446804,1.816629,1.901536,3.529858,3.644701
13.451806,1.834138,1.916078,3.483006,3.608475
13.456808,1.851411,1.937613,3.435864,3.545515
13.461810,1.868448,1.951748,3.388225,3.506874
13.466812,1.885246,1.972673,3.340428,3.452740
13.471814,1.901803,1.986470,3.291892,3.415300
13.476816,1.918115,2.006842,3.242956,3.354874
13.481818,1.934184,2.020262,3.194088,3.314553
13.486820,1.950008,2.040013,3.145364,3.251726
13.491822,1.965588,2.053024,3.096300,3.217264
13.496824,1.980922,2.072221,3.047189,3.161372
13.501826,1.996012,2.084786,2.998623,3.121004
13.506828,2.010861,2.082131,2.950672,2.992867
13.511830,2.025471,2.094046,2.902831,2.953910
13.516832,2.039841,2.111664,2.854838,2.899280
13.521834,2.053971,2.123241,2.806727,2.864211
13.526836,2.067861,2.140301,2.758894,2.799430
13.531838,2.081511,2.151474,2.710721,2.761853
13.536840,2.094920,2.167927,2.662446,2.701944
13.541842,2.108087,2.178706,2.614136,2.666342
13.546844,2.121012,2.194577,2.565723,2.604662
13.551847,2.133694,2.204958,2.517101,2.564838
13.556849,2.146135,2.220227,2.469110,2.509075
13.561851,2.158339,2.230232,2.421743,2.475533
13.566853,2.170304,2.244959,2.373801,2.415843
13.571855,2.182027,2.254564,2.325006,2.369889
13.576857,2.193504,2.268658,2.275644,2.309257
13.581859,2.204734,2.277892,2.226131,2.265927
13.586861,2.215717,2.291364,2.176732,2.207370
13.591863,2.226452,2.300133,2.127339,2.166629
13.596865,2.236940,2.313021,2.077929,2.110961
13.601867,2.247182,2.321439,2.028508,2.082055
13.606869,2.257172,2.327023,1.977755,1.986037
13.611871,2.266905,2.334930,1.925846,1.949764
13.616873,2.276381,2.346523,1.874845,1.895572
13.621875,2.285605,2.354019,1.824823,1.853736
13.626877,2.294580,2.365029,1.775282,1.794279
13.631879,2.303310,2.372175,1.726554,1.748999
13.636881,2.311799,2.382542,1.678906,1.687236
13.641883,2.320055,2.389255,1.632971,1.648997
13.646885,2.328086,2.399042,1.588778,1.597576
13.651887,2.335902,2.405391,1.546332,1.557944
13.656889,2.343510,2.414647,1.505327,1.511998
13.661891,2.350919,2.420630,1.466186,1.479855
13.666893,2.358136,2.429410,1.428435,1.429738
13.671895,2.365167,2.435155,1.391607,1.401347
13.676897,2.372018,2.443479,1.356155,1.357864
13.681899,2.378696,2.448899,1.322098,1.330906
13.686901,2.385209,2.456799,1.289805,1.290707
13.691903,2.391564,2.461884,1.258788,1.269009
13.696905,2.397769,2.469429,1.229283,1.235541
13.701907,2.403831,2.474366,1.201302,1.210513
13.706909,2.409756,2.471642,1.174323,1.180277
13.711911,2.415551,2.476351,1.149246,1.161413
13.716913,2.421228,2.483255,1.126191,1.129682
13.721915,2.426794,2.487757,1.104791,1.109969
13.726917,2.432257,2.494365,1.084695,1.085916
13.731919,2.437623,2.498685,1.065624,1.071602
13.736921,2.442896,2.505057,1.047344,1.046633
13.741923,2.448080,2.509230,1.029627,1.035389
13.746925,2.453176,2.515392,1.012266,1.014838
13.751927,2.458188,2.519439,0.995935,1.003081
13.756929,2.463121,2.525412,0.980676,0.981815
13.761931,2.467981,2.529315,0.965965,0.968045
13.766933,2.472769,2.535089,0.952211,0.948637
13.771935,2.477491,2.538878,0.939464,0.937323
13.776937,2.482153,2.544472,0.927608,0.925912
13.781940,2.486758,2.548168,0.916706,0.917342
13.786942,2.491311,2.553654,0.906598,0.906178
13.791944,2.495815,2.557283,0.896903,0.899175
13.796946,2.500271,2.562656,0.887543,0.890198
13.801948,2.504681,2.566187,0.878509,0.883771
13.806950,2.509047,2.585525,0.869547,0.894913
13.811952,2.513368,2.589165,0.860501,0.887904
13.816954,2.517644,2.594476,0.851859,0.878228
13.821956,2.521878,2.598007,0.843629,0.873253
13.826958,2.526073,2.603232,0.835814,0.866177
13.831960,2.530229,2.606729,0.828250,0.860552
13.836962,2.534349,2.611878,0.820988,0.853848
13.841964,2.538433,2.615291,0.813961,0.848216
13.846966,2.542482,2.620364,0.807150,0.840450
13.851968,2.546497,2.623712,0.800445,0.834805
13.856970,2.550479,2.628698,0.793718,0.825659
13.861972,2.554428,2.631993,0.787012,0.821377
