time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.164808,2.083279,2.122093,2.486960,2.424602
5.169808,2.095639,2.131770,2.461737,2.402700
5.174808,2.107868,2.146109,2.435314,2.365499
5.179807,2.119964,2.155546,2.408272,2.338609
5.184807,2.131923,2.169493,2.380715,2.297723
5.189806,2.143742,2.178654,2.352500,2.273766
5.194806,2.155420,2.192230,2.323956,2.239858
5.199806,2.166950,2.201157,2.294113,2.211146
5.204805,2.178328,2.219085,2.263030,2.185511
5.209805,2.189548,2.227798,2.231251,2.156316
5.214805,2.200609,2.240669,2.199382,2.114912
5.219804,2.211507,2.249101,2.166124,2.088427
5.224804,2.222233,2.261535,2.131399,2.038706
5.229804,2.232787,2.269664,2.096966,2.011977
5.234803,2.243167,2.281633,2.061777,1.961305
5.239803,2.253369,2.289442,2.026122,1.928789
5.244802,2.263392,2.300935,1.990419,1.886393
5.249802,2.273237,2.308450,1.954813,1.855304
5.254802,2.282901,2.319471,1.917909,1.798570
5.259801,2.292379,2.326632,1.880825,1.766155
5.264801,2.301673,2.337129,1.844212,1.717101
5.269801,2.310786,2.343954,1.808198,1.678921
5.274800,2.319722,2.353954,1.773088,1.641200
5.279800,2.328481,2.360483,1.737726,1.609816
5.284800,2.337065,2.370056,1.702771,1.565570
5.289799,2.345476,2.376289,1.668825,1.537284
5.294799,2.353721,2.385429,1.635608,1.493627
5.299798,2.361802,2.391376,1.603508,1.464715
5.304798,2.369724,2.407228,1.571444,1.478515
5.309798,2.377486,2.413113,1.539753,1.450718
5.314797,2.385091,2.421732,1.508575,1.407643
5.319797,2.392543,2.427339,1.478337,1.382143
5.324797,2.399844,2.435547,1.448293,1.341673
5.329796,2.406996,2.440886,1.418616,1.314269
5.334796,2.414002,2.448697,1.389836,1.278335
5.339796,2.420867,2.453783,1.361832,1.251628
5.344795,2.427595,2.461218,1.334555,1.210566
5.349795,2.434187,2.466036,1.307999,1.187443
5.354795,2.440651,2.473092,1.282657,1.150929
5.359794,2.446991,2.477675,1.258347,1.128576
5.364794,2.453212,2.484385,1.234822,1.098944
5.369793,2.459316,2.488761,1.211876,1.078105
5.374793,2.465309,2.495161,1.189759,1.044659
5.379793,2.471194,2.499321,1.168838,1.024668
5.384792,2.476977,2.505412,1.148621,0.998000
5.389792,2.482662,2.509389,1.129404,0.982682
5.394792,2.488255,2.515226,1.111345,0.953375
5.399791,2.493760,2.519021,1.094107,0.935423
5.404791,2.499178,2.538754,1.077009,1.035614
5.409791,2.504515,2.542880,1.060822,1.019039
5.414790,2.509772,2.548950,1.045514,0.997774
5.419790,2.514957,2.552927,1.031164,0.983572
5.424789,2.520071,2.558784,1.017348,0.961810
5.429789,2.525118,2.562618,1.004037,0.949826
5.434789,2.530098,2.568284,0.990872,0.932259
5.439788,2.535013,2.571998,0.977889,0.918006
5.444788,2.539864,2.577470,0.965021,0.900597
5.449788,2.544651,2.581057,0.952342,0.884673
5.454787,2.549374,2.586326,0.939443,0.866985
5.459787,2.554033,2.589777,0.926557,0.851948
5.464787,2.558628,2.594856,0.913971,0.835027
5.469786,2.563161,2.598189,0.901801,0.825782
5.474786,2.567634,2.603108,0.889989,0.808240
5.479785,2.572050,2.606323,0.878508,0.796269
5.484785,2.576407,2.611073,0.866992,0.781861
5.489785,2.580710,2.614190,0.856095,0.770200
5.494784,2.584959,2.618789,0.845682,0.757694
5.499784,2.589158,2.621820,0.835875,0.746643
5.504784,2.593309,2.633790,0.826557,0.771940
5.509783,2.597415,2.636892,0.817695,0.762639
5.514783,2.601478,2.641438,0.809227,0.749599
5.519783,2.605499,2.644419,0.801072,0.743282
5.524782,2.609481,2.648864,0.793443,0.735270
5.529782,2.613426,2.651786,0.786160,0.728003
5.534781,2.617336,2.656132,0.779213,0.717780
5.539781,2.621212,2.658998,0.772518,0.710870
5.544781,2.625055,2.663243,0.765976,0.702960
5.549780,2.628865,2.666050,0.759533,0.695862
5.554780,2.632644,2.670212,0.753280,0.688625
5.559780,2.636392,2.672971,0.747185,0.681381
5.564779,2.640110,2.677038,0.741283,0.669519
5.569779,2.643799,2.679677,0.735477,0.662756
5.574779,2.647460,2.683640,0.729827,0.656540
5.579778,2.651092,2.686237,0.724324,0.647825
5.584778,2.654697,2.690103,0.718728,0.635811
5.589777,2.658274,2.692663,0.713330,0.630479
5.594777,2.661824,2.696426,0.707983,0.621778
5.599777,2.665349,2.698910,0.702724,0.617074
5.604776,2.668847,2.717012,0.697551,0.623978
5.609776,2.672319,2.719510,0.692519,0.618567
5.614776,2.675767,2.723207,0.687733,0.611287
5.619775,2.679192,2.725655,0.683151,0.606026
5.624775,2.682595,2.729276,0.678657,0.596189
5.629775,2.685975,2.731665,0.674292,0.589766
5.634774,2.689333,2.735192,0.669949,0.582672
5.639774,2.692670,2.737515,0.665601,0.575755
5.644773,2.695985,2.740960,0.661314,0.568982
5.649773,2.699278,2.743217,0.656837,0.561441
5.654773,2.702549,2.746567,0.652466,0.554010
5.659772,2.705799,2.748809,0.648133,0.549935
5.664772,2.709026,2.752095,0.643728,0.542667
5.669772,2.712231,2.754322,0.639258,0.541531
5.674771,2.715414,2.757563,0.634669,0.534640
5.679771,2.718573,2.759771,0.630100,0.531355
5.684771,2.721710,2.762954,0.625478,0.525964
5.689770,2.724823,2.764980,0.620904,0.517713
5.694770,2.727914,2.768074,0.616209,0.511225
5.699769,2.730980,2.769972,0.611224,0.499692
5.704769,2.734021,2.763918,0.606198,0.459096
5.709769,2.737037,2.765787,0.600999,0.451081
5.714768,2.740026,2.768472,0.595887,0.441724
5.719768,2.742991,2.770229,0.590912,0.435157
5.724768,2.745930,2.772824,0.586009,0.423977
5.729767,2.748846,2.774499,0.581265,0.418542
5.734767,2.751739,2.776997,0.576724,0.411883
5.739767,2.754609,2.778637,0.572413,0.406707
5.744766,2.757459,2.781064,0.568307,0.398902
5.749766,2.760289,2.782657,0.564430,0.393776
5.754766,2.763100,2.785004,0.560670,0.385102
5.759765,2.765893,2.786530,0.557158,0.382299
5.764765,2.768669,2.788811,0.553955,0.376327
5.769764,2.771430,2.790289,0.551062,0.370517
5.774764,2.774177,2.792491,0.548444,0.363395
5.779764,2.776911,2.794000,0.546078,0.362331
5.784763,2.779635,2.796161,0.543906,0.355477
5.789763,2.782349,2.797508,0.541931,0.349678
5.794763,2.785053,2.799594,0.540126,0.341578
5.799762,2.787749,2.800728,0.538523,0.332997
5.804762,2.790437,2.823852,0.537093,0.456410
5.809762,2.793118,2.825718,0.535822,0.453225
5.814761,2.795794,2.828433,0.534701,0.452504
5.819761,2.798465,2.830232,0.533636,0.449062
5.824760,2.801129,2.832924,0.532507,0.446982
5.829760,2.803787,2.834700,0.531185,0.446890
5.834760,2.806438,2.837367,0.529560,0.441112
5.839759,2.809080,2.839138,0.527528,0.438618
5.844759,2.811711,2.841770,0.524968,0.438407
5.849759,2.814326,2.843511,0.521783,0.431101
5.854758,2.816923,2.846084,0.517904,0.426413
5.859758,2.819499,2.847822,0.513384,0.425174
5.864758,2.822052,2.850362,0.508480,0.418488
5.869757,2.824579,2.851970,0.503322,0.410292
5.874757,2.827079,2.854413,0.497932,0.401334
5.879756,2.829552,2.856069,0.492236,0.396221
5.884756,2.831995,2.858425,0.486374,0.386501
5.889756,2.834409,2.860129,0.480410,0.386995
5.894755,2.836793,2.862440,0.474327,0.379617
5.899755,2.839146,2.864009,0.468106,0.376978
5.904755,2.841468,2.880440,0.461623,0.471332
5.909754,2.843756,2.882243,0.454864,0.466601
5.914754,2.846009,2.885013,0.447677,0.453738
5.919754,2.848224,2.886837,0.440141,0.445844
5.924753,2.850402,2.889488,0.432384,0.433036
5.929753,2.852540,2.891284,0.424331,0.421986
5.934752,2.854637,2.893798,0.415936,0.412244
5.939752,2.856690,2.895435,0.407130,0.403173
5.944752,2.858699,2.897826,0.397866,0.390410
5.949751,2.860658,2.899373,0.387788,0.380749
5.954751,2.862566,2.901639,0.377472,0.370007
5.959751,2.864423,2.902999,0.367291,0.351936
5.964750,2.866229,2.905086,0.357145,0.340071
5.969750,2.867984,2.906540,0.346900,0.334569
5.974750,2.869688,2.908523,0.336546,0.320530
5.979749,2.871340,2.909734,0.326372,0.306893
5.984749,2.872941,2.911550,0.316362,0.294248
5.989748,2.874493,2.912821,0.306431,0.287398
5.994748,2.875997,2.914519,0.296793,0.274942
5.999748,2.877452,2.915738,0.287357,0.271348
6.004747,2.878860,2.940177,0.277758,0.339192
6.009747,2.880219,2.941519,0.267782,0.332727
6.014747,2.881528,2.943490,0.257681,0.318742
6.019746,2.882786,2.944923,0.247544,0.307629
6.024746,2.883993,2.946757,0.237304,0.299888
6.029746,2.885148,2.947829,0.226765,0.297865
6.034745,2.886250,2.949583,0.215937,0.284272
6.039745,2.887296,2.950674,0.204702,0.282624
6.044744,2.888285,2.952345,0.193055,0.268012
6.049744,2.889214,2.953406,0.181077,0.255955
6.054744,2.890083,2.954903,0.168937,0.235590
6.059743,2.890891,2.955803,0.156652,0.221596
6.064743,2.891637,2.957100,0.144161,0.205055
6.069743,2.892319,2.957920,0.131200,0.195775
6.074742,2.892936,2.959069,0.118343,0.181189
6.079742,2.893490,2.959605,0.105647,0.160116
6.084742,2.893981,2.960537,0.093188,0.144784
6.089741,2.894409,2.960887,0.080784,0.127604
6.094741,2.894777,2.961619,0.068806,0.109383
6.099741,2.895087,2.962356,0.057355,0.103393
6.104740,2.895339,2.951135,0.045993,0.015061
6.109740,2.895536,2.951402,0.035105,-0.001140
6.114739,2.895680,2.951360,0.024558,-0.017279
6.119739,2.895772,2.951369,0.014473,-0.030390
6.124739,2.895816,2.951149,0.005111,-0.047331
6.129738,2.895816,2.950941,-0.003330,-0.056207
6.134738,2.895777,2.950573,-0.010834,-0.069817
6.139738,2.895703,2.950280,-0.017463,-0.076141
6.144737,2.895598,2.949797,-0.023110,-0.087813
6.149737,2.895468,2.949459,-0.027853,-0.089726
6.154737,2.895317,2.948909,-0.031744,-0.096383
6.159736,2.895149,2.948653,-0.034805,-0.090517
6.164736,2.894967,2.948101,-0.037080,-0.095036
6.169735,2.894777,2.947986,-0.038620,-0.085098
6.174735,2.894581,2.947469,-0.039483,-0.085780
6.179735,2.894383,2.947127,-0.039705,-0.085867
6.184734,2.894185,2.946615,-0.039333,-0.084944
6.189734,2.893991,2.946365,-0.038454,-0.082901
6.194734,2.893803,2.945864,-0.037138,-0.083225
6.199733,2.893622,2.945634,-0.035425,-0.081198
6.204733,2.893451,2.947039,-0.033393,-0.079920
6.209733,2.893291,2.947048,-0.031033,-0.085956
6.214732,2.893144,2.946536,-0.028326,-0.085648
6.219732,2.893011,2.946184,-0.025279,-0.081002
6.224731,2.892895,2.945704,-0.021911,-0.077008
6.229731,2.892796,2.945503,-0.018107,-0.082109
6.234731,2.892718,2.945019,-0.013872,-0.080206
6.239730,2.892662,2.944705,-0.009222,-0.080459
6.244730,2.892631,2.944231,-0.004186,-0.078960
6.249730,2.892627,2.943892,0.001364,-0.080955
6.254729,2.892652,2.943413,0.007360,-0.078286
6.259729,2.892707,2.943060,0.013752,-0.078175
6.264729,2.892796,2.942607,0.020484,-0.071159
6.269728,2.892919,2.942313,0.027477,-0.067413
6.274728,2.893078,2.941921,0.034694,-0.060649
6.279727,2.893274,2.941648,0.042057,-0.059203
6.284727,2.893507,2.941301,0.049659,-0.053191
6.289727,2.893778,2.941182,0.057432,-0.046845
6.294726,2.894089,2.940913,0.065317,-0.042225
6.299726,2.894439,2.940727,0.073295,-0.038094
6.304726,2.894830,2.955421,0.081362,0.045101
6.309725,2.895261,2.955740,0.089430,0.048755
6.314725,2.895732,2.956045,0.097489,0.055021
6.319725,2.896243,2.956368,0.105379,0.056086
6.324724,2.896794,2.956715,0.113124,0.060052
6.329724,2.897382,2.957006,0.120549,0.064081
6.334723,2.898006,2.957399,0.127533,0.068909
6.339723,2.898664,2.957728,0.134188,0.064344
6.344723,2.899354,2.958126,0.140524,0.070642
6.349722,2.900075,2.958427,0.146629,0.076262
6.354722,2.900826,2.958896,0.152492,0.079536
6.359722,2.901605,2.959303,0.158026,0.088764
6.364721,2.902411,2.959843,0.163183,0.092359
6.369721,2.903241,2.960135,0.168097,0.091182
6.374721,2.904096,2.960691,0.172811,0.093609
6.379720,2.904974,2.960951,0.177317,0.092460
6.384720,2.905873,2.961504,0.181674,0.091664
6.389719,2.906794,2.962131,0.185843,0.100174
6.394719,2.907736,2.962730,0.189827,0.100322
6.399719,2.908696,2.963371,0.193649,0.105260
6.404718,2.909675,2.968462,0.197281,0.133986
6.409718,2.910671,2.969034,0.200709,0.135825
6.414718,2.911685,2.969855,0.203894,0.138187
6.419717,2.912713,2.970220,0.206786,0.144596
6.424717,2.913755,2.971089,0.209345,0.145586
6.429717,2.914809,2.971758,0.211577,0.139648
6.434716,2.915872,2.972603,0.213423,0.139688
6.439716,2.916944,2.973174,0.214871,0.135559
6.444715,2.918021,2.973981,0.215928,0.131516
6.449715,2.919103,2.974489,0.216636,0.127101
6.454715,2.920188,2.975240,0.217047,0.122217
6.459714,2.921274,2.975696,0.217193,0.117017
6.464714,2.922360,2.976394,0.217096,0.116394
6.469714,2.923444,2.976833,0.216758,0.110825
6.474713,2.924526,2.977498,0.216185,0.109058
6.479713,2.925605,2.978039,0.215406,0.110007
6.484713,2.926679,2.978688,0.214443,0.104440
6.489712,2.927748,2.979266,0.213322,0.107283
6.494712,2.928812,2.979903,0.212064,0.102947
6.499712,2.929868,2.980739,0.210698,0.113375
6.504711,2.930917,2.979165,0.209213,0.190915
6.509711,2.931958,2.979871,0.207578,0.190538
6.514710,2.932991,2.981004,0.205780,0.184682
6.519710,2.934013,2.981864,0.203727,0.179839
6.524710,2.935025,2.982930,0.201373,0.175130
6.529709,2.936024,2.983764,0.198677,0.161793
6.534709,2.937008,2.984722,0.195616,0.155579
6.539709,2.937976,2.985320,0.192171,0.154389
6.544708,2.938926,2.986235,0.188315,0.148262
6.549708,2.939855,2.986895,0.184128,0.157432
6.554708,2.940763,2.987834,0.179695,0.153351
6.559707,2.941647,2.988490,0.174928,0.151504
6.564707,2.942507,2.989386,0.169971,0.145690
6.569706,2.943341,2.990026,0.164804,0.144351
6.574706,2.944150,2.990870,0.159591,0.133968
6.579706,2.944932,2.991474,0.154267,0.131733
6.584705,2.945687,2.992247,0.148806,0.124896
6.589705,2.946415,2.992777,0.143353,0.122655
6.594705,2.947115,2.993500,0.137798,0.114700
6.599704,2.947787,2.993605,0.132236,0.100891
6.604704,2.948432,3.002622,0.126646,0.161373
6.609704,2.949048,3.002900,0.121049,0.164226
6.614703,2.949637,3.003863,0.115411,0.153708
6.619703,2.950197,3.004561,0.109669,0.143938
6.624702,2.950727,3.005410,0.103721,0.136790
6.629702,2.951227,3.006052,0.097570,0.125808
6.634702,2.951696,3.006784,0.091203,0.116357
6.639701,2.952132,3.007262,0.084374,0.105087
6.644701,2.952533,3.007874,0.077309,0.097984
6.649701,2.952897,3.008247,0.069948,0.090597
6.654700,2.953224,3.008764,0.062392,0.077930
6.659700,2.953514,3.009102,0.054815,0.075914
6.664700,2.953765,3.009539,0.047293,0.065350
6.669699,2.953979,3.009683,0.039852,0.051345
6.674699,2.954156,3.009970,0.032464,0.041256
6.679698,2.954297,3.010578,0.025180,0.049628
6.684698,2.954401,3.010854,0.017820,0.041180
6.689698,2.954468,3.011444,0.010620,0.048107
6.694697,2.954501,3.011719,0.003634,0.041545
6.699697,2.954499,3.012521,-0.003026,0.052688
6.704697,2.954464,2.977030,-0.009461,0.013225
6.709696,2.954398,2.977158,-0.015744,0.003727
6.714696,2.954301,2.977160,-0.021671,-0.002819
6.719696,2.954176,2.977200,-0.027246,-0.013459
6.724695,2.954024,2.977099,-0.032400,-0.021461
6.729695,2.953848,2.976996,-0.037189,-0.023416
6.734694,2.953649,2.976840,-0.041534,-0.031683
6.739694,2.953429,2.976757,-0.045465,-0.048021
6.744694,2.953191,2.976447,-0.048954,-0.056968
6.749693,2.952937,2.976234,-0.051925,-0.056669
6.754693,2.952670,2.975883,-0.054455,-0.061887
6.759693,2.952391,2.975712,-0.056558,-0.060610
6.764692,2.952103,2.975341,-0.058182,-0.064809
6.769692,2.951808,2.975049,-0.059333,-0.067975
6.774692,2.951509,2.974640,-0.060056,-0.068745
6.779691,2.951208,2.973888,-0.060370,-0.086985
6.784691,2.950907,2.973363,-0.060299,-0.088769
6.789690,2.950606,2.973483,-0.059847,-0.075869
6.794690,2.950309,2.973031,-0.059025,-0.075530
6.799690,2.950017,2.973158,-0.057781,-0.066104
6.804689,2.949733,2.972433,-0.056120,-0.101514
6.809689,2.949459,2.972132,-0.053976,-0.105409
6.814689,2.949197,2.971503,-0.051426,-0.104747
6.819688,2.948949,2.970521,-0.048484,-0.085189
6.824688,2.948716,2.970019,-0.045161,-0.081303
6.829688,2.948502,2.969657,-0.041504,-0.076466
6.834687,2.948306,2.969195,-0.037497,-0.077028
6.839687,2.948131,2.968916,-0.033190,-0.080383
6.844687,2.947979,2.968444,-0.028648,-0.079071
6.849686,2.947850,2.968113,-0.023860,-0.079879
6.854686,2.947746,2.967645,-0.018703,-0.074185
6.859685,2.947669,2.967396,-0.013183,-0.064982
6.864685,2.947620,2.967019,-0.007421,-0.058486
6.869685,2.947601,2.966763,-0.001624,-0.054845
6.874684,2.947610,2.966438,0.004260,-0.051862
6.879684,2.947649,2.966212,0.010181,-0.046340
6.884684,2.947718,2.965954,0.016030,-0.038267
6.889683,2.947816,2.965457,0.021914,-0.042495
6.894683,2.947943,2.965209,0.027753,-0.037986
6.899683,2.948099,2.964819,0.033624,-0.038041
6.904682,2.948285,2.947095,0.039498,-0.017655
6.909682,2.948500,2.947129,0.045255,-0.015365
6.914681,2.948743,2.947045,0.051092,-0.010761
6.919681,2.949016,2.947080,0.056983,-0.011697
6.924681,2.949319,2.947016,0.062905,-0.008238
6.929680,2.949652,2.947035,0.068790,-0.009516
6.934680,2.950013,2.946996,0.074686,-0.001695
6.939680,2.950404,2.946991,0.080554,0.006284
6.944679,2.950825,2.947041,0.086428,0.011943
6.949679,2.951274,2.947082,0.092242,0.015479
6.954679,2.951753,2.947180,0.098089,0.019439
6.959678,2.952261,2.947262,0.103853,0.022441
6.964678,2.952797,2.947404,0.109478,0.025897
6.969677,2.953362,2.947646,0.115061,0.036328
6.974677,2.953953,2.947876,0.120554,0.040723
6.979677,2.954572,2.948101,0.125987,0.046881
6.984676,2.955218,2.948383,0.131347,0.048059
6.989676,2.955891,2.948637,0.136692,0.054671
6.994676,2.956590,2.948982,0.141867,0.061487
6.999675,2.957314,2.949057,0.146853,0.062839
7.004675,2.958063,2.938080,0.151692,0.015987
7.009675,2.958835,2.937997,0.156289,0.025541
7.014674,2.959630,2.938163,0.160592,0.031393
7.019674,2.960445,2.938367,0.164634,0.028764
7.024673,2.961280,2.938555,0.168645,0.036074
7.029673,2.962135,2.938701,0.172587,0.039883
7.034673,2.963010,2.938953,0.176474,0.046040
7.039672,2.963904,2.939131,0.180517,0.056209
7.044672,2.964819,2.939475,0.184547,0.059896
7.049672,2.965754,2.939646,0.188536,0.053110
7.054671,2.966709,2.939978,0.192582,0.059394
7.059671,2.967684,2.940147,0.196631,0.056129
7.064671,2.968679,2.940504,0.200584,0.061786
7.069670,2.969694,2.940665,0.204543,0.060596
7.074670,2.970728,2.941037,0.208560,0.063556
7.079669,2.971784,2.941501,0.212677,0.071778
7.084669,2.972860,2.941942,0.216867,0.076830
7.089669,2.973957,2.942491,0.221099,0.085599
7.094668,2.975075,2.943015,0.225523,0.091160
7.099668,2.976216,2.943120,0.229920,0.087666
7.104668,2.977380,2.941489,0.234518,0.216727
7.109667,2.978567,2.942317,0.239389,0.220728
7.114667,2.979778,2.943647,0.244152,0.225136
7.119667,2.981013,2.944664,0.248679,0.223528
7.124666,2.982269,2.946018,0.252709,0.228970
7.129666,2.983543,2.946946,0.256211,0.233229
7.134665,2.984833,2.948350,0.259092,0.237220
7.139665,2.986135,2.949270,0.261261,0.244613
7.144665,2.987447,2.950749,0.262668,0.249574
7.149664,2.988762,2.951731,0.263230,0.243321
7.154664,2.990077,2.953183,0.262920,0.240825
7.159664,2.991389,2.954168,0.261705,0.240128
7.164663,2.992692,2.955612,0.259559,0.239638
7.169663,2.993980,2.956555,0.256512,0.234958
7.174663,2.995252,2.957954,0.252645,0.229759
7.179662,2.996502,2.958981,0.248123,0.230785
7.184662,2.997727,2.960351,0.242858,0.223261
7.189662,2.998924,2.961120,0.237043,0.214841
7.194661,3.000091,2.962391,0.230857,0.206243
7.199661,3.001226,2.963137,0.224417,0.197787
7.204660,3.002328,2.995116,0.217626,0.258443
7.209660,3.003396,2.996120,0.210713,0.254285
7.214660,3.004428,2.997627,0.203572,0.244740
7.219659,3.005424,2.998507,0.196210,0.238553
7.224659,3.006382,2.999918,0.188553,0.229657
7.229659,3.007301,3.000818,0.180585,0.223772
7.234658,3.008179,3.002138,0.172172,0.210785
7.239658,3.009013,3.002964,0.163040,0.202042
7.244658,3.009798,3.004150,0.152980,0.189811
7.249657,3.010532,3.004899,0.142574,0.180425
7.254657,3.011213,3.005944,0.131822,0.162847
7.259656,3.011839,3.006574,0.120707,0.150781
7.264656,3.012408,3.007448,0.109409,0.134413
7.269656,3.012921,3.007984,0.098046,0.122649
7.274655,3.013377,3.008696,0.086515,0.109072
7.279655,3.013775,3.009120,0.074933,0.095740
7.284655,3.014115,3.009666,0.063442,0.081020
7.289654,3.014398,3.009981,0.051996,0.073832
7.294654,3.014624,3.010393,0.040793,0.060170
7.299654,3.014796,3.010625,0.030014,0.050536
7.304653,3.014914,2.997539,0.019630,-0.013928
7.309653,3.014982,2.997500,0.009666,-0.023834
7.314652,3.015001,2.997331,0.000073,-0.037814
7.319652,3.014974,2.997181,-0.009060,-0.049227
7.324652,3.014902,2.996854,-0.017784,-0.064403
7.329651,3.014789,2.996610,-0.025798,-0.074445
7.334651,3.014637,2.996138,-0.033073,-0.085746
7.339651,3.014452,2.995786,-0.039759,-0.090087
7.344650,3.014235,2.995228,-0.045863,-0.099805
7.349650,3.013989,2.994860,-0.051469,-0.102637
7.354650,3.013716,2.994229,-0.056510,-0.109580
7.359649,3.013420,2.993859,-0.061003,-0.109180
7.364649,3.013103,2.993197,-0.064920,-0.112557
7.369648,3.012768,2.992781,-0.068424,-0.113542
7.374648,3.012416,2.992101,-0.071463,-0.114798
7.379648,3.012051,2.991676,-0.074037,-0.113648
7.384647,3.011674,2.990983,-0.076236,-0.117859
7.389647,3.011287,2.990489,-0.078062,-0.120164
7.394647,3.010893,2.989777,-0.079521,-0.116248
7.399646,3.010492,2.989116,-0.080566,-0.123046
7.404646,3.010087,2.975747,-0.081182,-0.033842
7.409646,3.009680,2.975503,-0.081368,-0.029719
7.414645,3.009274,2.975322,-0.081157,-0.030427
7.419645,3.008870,2.975281,-0.080625,-0.030853
7.424644,3.008469,2.975102,-0.079863,-0.029052
7.429644,3.008072,2.975023,-0.078948,-0.029891
7.434644,3.007680,2.974846,-0.077940,-0.027028
7.439643,3.007294,2.974743,-0.076904,-0.022451
7.444643,3.006912,2.974611,-0.075864,-0.021437
7.449643,3.006536,2.974500,-0.074807,-0.025493
7.454642,3.006166,2.974341,-0.073740,-0.027031
7.459642,3.005800,2.974143,-0.072657,-0.033331
7.464642,3.005440,2.973942,-0.071562,-0.033097
7.469641,3.005086,2.973930,-0.070434,-0.029185
7.474641,3.004737,2.973764,-0.069276,-0.027630
7.479640,3.004394,2.973558,-0.068066,-0.028797
7.484640,3.004058,2.973384,-0.066767,-0.028916
7.489640,3.003728,2.973362,-0.065395,-0.025440
7.494639,3.003405,2.973209,-0.063937,-0.025019
7.499639,3.003090,2.973202,-0.062376,-0.020861
7.504639,3.002783,2.951931,-0.060682,-0.144112
7.509638,3.002486,2.951526,-0.058814,-0.145995
7.514638,3.002198,2.950648,-0.056653,-0.147166
7.519638,3.001922,2.949971,-0.054068,-0.143778
7.524637,3.001661,2.949111,-0.050960,-0.141361
7.529637,3.001417,2.948495,-0.047239,-0.134208
7.534636,3.001193,2.947693,-0.042864,-0.131198
7.539636,3.000993,2.947136,-0.037903,-0.118986
7.544636,3.000820,2.946432,-0.032336,-0.111722
7.549635,3.000677,2.946028,-0.025984,-0.099437
7.554635,3.000568,2.945452,-0.018963,-0.089653
7.559635,3.000495,2.945173,-0.011525,-0.077993
7.564634,3.000461,2.944729,-0.003792,-0.067437
7.569634,3.000465,2.944483,0.004013,-0.058522
7.574634,3.000509,2.944160,0.011922,-0.046907
7.579633,3.000592,2.943872,0.019888,-0.044422
7.584633,3.000716,2.943627,0.027788,-0.033157
7.589633,3.000878,2.943410,0.035748,-0.028254
7.594632,3.001081,2.943252,0.043610,-0.019521
7.599632,3.001322,2.942939,0.051191,-0.018615
7.604631,3.001600,2.958303,0.058599,-0.083369
7.609631,3.001915,2.957931,0.065882,-0.076023
7.614631,3.002265,2.957484,0.073035,-0.066873
7.619630,3.002651,2.957264,0.080015,-0.061089
7.624630,3.003072,2.956920,0.086773,-0.049349
7.629630,3.003525,2.956727,0.093399,-0.044075
7.634629,3.004012,2.956481,0.099803,-0.036008
7.639629,3.004529,2.956341,0.106003,-0.031869
7.644629,3.005078,2.956165,0.112044,-0.025469
7.649628,3.005656,2.956059,0.118018,-0.022371
7.654628,3.006264,2.955943,0.123853,-0.013483
7.659627,3.006900,2.955920,0.129618,-0.005870
7.664627,3.007565,2.955901,0.135250,0.001906
7.669627,3.008258,2.955933,0.140792,0.007179
7.674626,3.008979,2.955999,0.146205,0.014612
7.679626,3.009725,2.955915,0.151455,0.012743
7.684626,3.010498,2.956000,0.156490,0.018994
7.689625,3.011294,2.955936,0.161252,0.018020
7.694625,3.012114,2.956049,0.165813,0.020788
7.699625,3.012956,2.956051,0.170129,0.024369
7.704624,3.013820,2.997802,0.174446,0.108701
7.709624,3.014705,2.998261,0.178803,0.108666
7.714623,3.015612,2.998917,0.182966,0.111178
7.719623,3.016538,2.999335,0.186808,0.115071
7.724623,3.017483,3.000031,0.190257,0.117625
7.729622,3.018443,3.000517,0.193220,0.119895
7.734622,3.019417,3.001236,0.195558,0.119874
7.739622,3.020400,3.001718,0.197277,0.121460
7.744621,3.021389,3.002445,0.198329,0.120819
7.749621,3.022382,3.002939,0.198715,0.121747
7.754621,3.023375,3.003667,0.198473,0.118415
7.759620,3.024365,3.004117,0.197631,0.116762
7.764620,3.025349,3.004817,0.196211,0.116516
7.769619,3.026325,3.005276,0.194311,0.114880
7.774619,3.027289,3.005958,0.191917,0.111828
7.779619,3.028241,3.006331,0.189156,0.107669
7.784618,3.029178,3.006967,0.186086,0.104071
7.789618,3.030098,3.007339,0.182756,0.101185
7.794618,3.031001,3.007937,0.179100,0.095172
7.799617,3.031885,3.008398,0.175028,0.092663
7.804617,3.032747,3.007199,0.170629,0.097790
7.809617,3.033586,3.007680,0.165947,0.091883
7.814616,3.034401,3.008218,0.161017,0.086659
7.819616,3.035190,3.008584,0.155645,0.080864
7.824615,3.035952,3.009060,0.150106,0.073589
7.829615,3.036686,3.009359,0.144535,0.065265
7.834615,3.037392,3.009734,0.138934,0.058984
7.839614,3.038069,3.009984,0.133089,0.051315
7.844614,3.038717,3.010270,0.127274,0.040401
7.849614,3.039336,3.010431,0.121562,0.037420
7.854613,3.039927,3.010644,0.115926,0.032819
7.859613,3.040490,3.010840,0.110432,0.034590
7.864613,3.041026,3.011032,0.105083,0.027159
7.869612,3.041536,3.011322,0.099799,0.032172
7.874612,3.042019,3.011499,0.094614,0.024511
7.879611,3.042477,3.011577,0.089530,0.019013
7.884611,3.042910,3.011673,0.084564,0.009349
7.889611,3.043318,3.011576,0.079736,0.000829
7.894610,3.043703,3.011567,0.074986,-0.007399
